9011,9012,9013 
"0.1(R77,C1)","0.1(R77,C2)","0.1(R77,C3)","0.1(R77,C4)","0.1(R77,C5)","0.1(R77,C6)","0.1(R77,C7)","0.1(R77,C8)","0.1(R77,C9)","0.1(R77,C10)","0.1(R77,C11)","0.1(R77,C12)","0.1(R77,C13)","0.1(R77,C14)","0.1(R77,C15)","0.1(R77,C16)","0.1(R77,C17)","-0.1(R77,C18)","0.1(R77,C19)","0.1(R77,C20)","0.1(R77,C21)","0.1(R77,C22)","0.1(R77,C23)","0.1(R77,C24)","0.1(R77,C25)","0.1(R77,C26)","0.1(R77,C27)","0.1(R77,C28)","0.1(R77,C29)","0.1(R77,C30)","-0.1(R77,C31)","0.1(R77,C32)","0.1(R77,C33)","0.1(R77,C34)","0.1(R77,C35)","0.1(R77,C36)","0.1(R77,C37)","0.1(R77,C38)","0.1(R77,C39)","0.1(R77,C40)","2.0(R77,C41)","0.1(R77,C42)","0.1(R77,C43)","0.1(R77,C44)","0.1(R77,C45)","0.1(R77,C46)"
"0.1(R78,C1)","0.1(R78,C2)","0.1(R78,C3)","0.1(R78,C4)","0.1(R78,C5)","0.1(R78,C6)","0.1(R78,C7)","-0.1(R78,C8)","-0.1(R78,C9)","-0.1(R78,C10)","0.1(R78,C11)","0.1(R78,C12)","0.1(R78,C13)","0.1(R78,C14)","0.1(R78,C15)","0.1(R78,C16)","0.1(R78,C17)","-0.1(R78,C18)","0.1(R78,C19)","0.1(R78,C20)","0.1(R78,C21)","0.1(R78,C22)","0.1(R78,C23)","0.1(R78,C24)","0.1(R78,C25)","0.1(R78,C26)","0.1(R78,C27)","0.1(R78,C28)","0.1(R78,C29)","-0.1(R78,C30)","-0.1(R78,C31)","-0.1(R78,C32)","-0.1(R78,C33)","0.1(R78,C34)","-0.09(R78,C35)","-0.09(R78,C36)","-0.1(R78,C37)","-0.1(R78,C38)","-0.1(R78,C39)","0.1(R78,C40)","0.1(R78,C41)","0.1(R78,C42)","0.1(R78,C43)","0.1(R78,C44)","-0.1(R78,C45)","0.1(R78,C46)"
"0.1(R79,C1)","0.1(R79,C2)","0.1(R79,C3)","0.1(R79,C4)","0.1(R79,C5)","0.1(R79,C6)","0.1(R79,C7)","0.1(R79,C8)","0.1(R79,C9)","0.1(R79,C10)","0.1(R79,C11)","0.1(R79,C12)","0.1(R79,C13)","0.1(R79,C14)","0.1(R79,C15)","0.1(R79,C16)","0.1(R79,C17)","-0.1(R79,C18)","0.1(R79,C19)","0.1(R79,C20)","0.1(R79,C21)","0.1(R79,C22)","0.1(R79,C23)","0.1(R79,C24)","0.1(R79,C25)","0.1(R79,C26)","0.1(R79,C27)","0.1(R79,C28)","0.1(R79,C29)","0.1(R79,C30)","0.1(R79,C31)","-0.1(R79,C32)","-0.1(R79,C33)","0.1(R79,C34)","-0.12(R79,C35)","-0.12(R79,C36)","-0.1(R79,C37)","-0.1(R79,C38)","0.1(R79,C39)","0.1(R79,C40)","0.1(R79,C41)","0.1(R79,C42)","0.1(R79,C43)","0.1(R79,C44)","0.1(R79,C45)","0.1(R79,C46)"
"0.1(R80,C1)","0.1(R80,C2)","0.1(R80,C3)","0.1(R80,C4)","0.1(R80,C5)","0.1(R80,C6)","0.1(R80,C7)","-0.1(R80,C8)","-0.1(R80,C9)","-0.1(R80,C10)","0.1(R80,C11)","0.1(R80,C12)","0.1(R80,C13)","0.1(R80,C14)","0.1(R80,C15)","0.1(R80,C16)","0.1(R80,C17)","-0.1(R80,C18)","0.1(R80,C19)","0.1(R80,C20)","0.1(R80,C21)","0.1(R80,C22)","0.1(R80,C23)","0.1(R80,C24)","0.1(R80,C25)","0.1(R80,C26)","0.1(R80,C27)","0.1(R80,C28)","0.1(R80,C29)","-0.1(R80,C30)","-0.1(R80,C31)","-0.1(R80,C32)","-0.1(R80,C33)","0.1(R80,C34)","-0.1(R80,C35)","-0.1(R80,C36)","-0.1(R80,C37)","-0.1(R80,C38)","-0.1(R80,C39)","0.1(R80,C40)","0.1(R80,C41)","0.1(R80,C42)","0.1(R80,C43)","0.1(R80,C44)","-0.1(R80,C45)","0.1(R80,C46)"
"0.1(R81,C1)","0.1(R81,C2)","0.1(R81,C3)","0.1(R81,C4)","0.1(R81,C5)","0.1(R81,C6)","0.1(R81,C7)","0.1(R81,C8)","0.1(R81,C9)","0.1(R81,C10)","0.1(R81,C11)","0.1(R81,C12)","0.1(R81,C13)","0.1(R81,C14)","0.1(R81,C15)","0.1(R81,C16)","0.1(R81,C17)","0.1(R81,C18)","0.1(R81,C19)","0.1(R81,C20)","0.1(R81,C21)","0.1(R81,C22)","0.1(R81,C23)","0.1(R81,C24)","0.1(R81,C25)","0.1(R81,C26)","0.1(R81,C27)","0.1(R81,C28)","0.1(R81,C29)","0.1(R81,C30)","0.1(R81,C31)","0.1(R81,C32)","0.1(R81,C33)","0.1(R81,C34)","0.1(R81,C35)","0.1(R81,C36)","0.1(R81,C37)","0.1(R81,C38)","0.1(R81,C39)","0.1(R81,C40)","0.1(R81,C41)","0.1(R81,C42)","0.1(R81,C43)","0.1(R81,C44)","0.1(R81,C45)","0.1(R81,C46)"
"0.1(R82,C1)","0.1(R82,C2)","0.1(R82,C3)","0.1(R82,C4)","0.1(R82,C5)","0.1(R82,C6)","0.1(R82,C7)","0.1(R82,C8)","0.1(R82,C9)","0.1(R82,C10)","0.1(R82,C11)","0.1(R82,C12)","0.1(R82,C13)","0.1(R82,C14)","0.1(R82,C15)","0.1(R82,C16)","0.1(R82,C17)","-0.1(R82,C18)","0.1(R82,C19)","0.1(R82,C20)","0.1(R82,C21)","0.1(R82,C22)","0.1(R82,C23)","0.1(R82,C24)","0.1(R82,C25)","0.1(R82,C26)","0.1(R82,C27)","0.1(R82,C28)","0.1(R82,C29)","0.1(R82,C30)","0.1(R82,C31)","0.1(R82,C32)","0.1(R82,C33)","0.1(R82,C34)","0.1(R82,C35)","0.1(R82,C36)","0.1(R82,C37)","0.1(R82,C38)","0.1(R82,C39)","0.1(R82,C40)","0.1(R82,C41)","0.1(R82,C42)","0.1(R82,C43)","0.1(R82,C44)","0.1(R82,C45)","0.1(R82,C46)"
"0.1(R83,C1)","0.1(R83,C2)","0.1(R83,C3)","0.1(R83,C4)","0.1(R83,C5)","0.1(R83,C6)","0.1(R83,C7)","0.1(R83,C8)","0.1(R83,C9)","0.1(R83,C10)","0.1(R83,C11)","0.1(R83,C12)","0.1(R83,C13)","0.1(R83,C14)","0.1(R83,C15)","0.1(R83,C16)","0.1(R83,C17)","0.1(R83,C18)","0.1(R83,C19)","0.1(R83,C20)","0.1(R83,C21)","0.1(R83,C22)","0.1(R83,C23)","0.1(R83,C24)","0.1(R83,C25)","0.1(R83,C26)","0.1(R83,C27)","0.1(R83,C28)","0.1(R83,C29)","0.1(R83,C30)","0.1(R83,C31)","0.1(R83,C32)","0.1(R83,C33)","0.1(R83,C34)","0.1(R83,C35)","0.1(R83,C36)","0.1(R83,C37)","0.1(R83,C38)","0.1(R83,C39)","0.1(R83,C40)","0.1(R83,C41)","0.1(R83,C42)","0.1(R83,C43)","0.1(R83,C44)","0.1(R83,C45)","0.1(R83,C46)"
"0.1(R84,C1)","0.1(R84,C2)","0.1(R84,C3)","0.1(R84,C4)","0.1(R84,C5)","0.1(R84,C6)","0.1(R84,C7)","-0.1(R84,C8)","-0.1(R84,C9)","-0.1(R84,C10)","0.1(R84,C11)","0.1(R84,C12)","0.1(R84,C13)","0.1(R84,C14)","0.1(R84,C15)","0.1(R84,C16)","0.1(R84,C17)","-0.1(R84,C18)","0.1(R84,C19)","0.1(R84,C20)","0.1(R84,C21)","0.1(R84,C22)","0.1(R84,C23)","0.1(R84,C24)","0.1(R84,C25)","0.1(R84,C26)","0.1(R84,C27)","0.1(R84,C28)","0.1(R84,C29)","-0.1(R84,C30)","-0.1(R84,C31)","-0.1(R84,C32)","-0.1(R84,C33)","0.1(R84,C34)","0.1(R84,C35)","-0.1(R84,C36)","-0.1(R84,C37)","-0.1(R84,C38)","-0.1(R84,C39)","0.1(R84,C40)","0.1(R84,C41)","0.1(R84,C42)","0.1(R84,C43)","0.1(R84,C44)","-0.1(R84,C45)","0.1(R84,C46)"
"0.1(R85,C1)","0.1(R85,C2)","0.1(R85,C3)","0.1(R85,C4)","0.1(R85,C5)","0.1(R85,C6)","0.1(R85,C7)","1.0(R85,C8)","0.1(R85,C9)","0.1(R85,C10)","0.1(R85,C11)","0.1(R85,C12)","0.1(R85,C13)","0.1(R85,C14)","0.1(R85,C15)","0.1(R85,C16)","0.1(R85,C17)","-1.0(R85,C18)","0.1(R85,C19)","0.1(R85,C20)","0.1(R85,C21)","0.1(R85,C22)","0.1(R85,C23)","0.1(R85,C24)","0.1(R85,C25)","0.1(R85,C26)","0.1(R85,C27)","0.1(R85,C28)","0.1(R85,C29)","-1.0(R85,C30)","-1.0(R85,C31)","1.0(R85,C32)","1.0(R85,C33)","0.1(R85,C34)","0.1(R85,C35)","1.0(R85,C36)","1.0(R85,C37)","1.0(R85,C38)","1.0(R85,C39)","0.1(R85,C40)","0.1(R85,C41)","0.1(R85,C42)","0.1(R85,C43)","0.1(R85,C44)","0.1(R85,C45)","0.1(R85,C46)"
"0.1(R86,C1)","0.1(R86,C2)","0.1(R86,C3)","0.1(R86,C4)","0.1(R86,C5)","0.1(R86,C6)","0.1(R86,C7)","-1.0(R86,C8)","-0.1(R86,C9)","-0.1(R86,C10)","0.1(R86,C11)","0.1(R86,C12)","0.1(R86,C13)","0.1(R86,C14)","0.1(R86,C15)","0.1(R86,C16)","0.1(R86,C17)","-1.0(R86,C18)","0.1(R86,C19)","0.1(R86,C20)","0.1(R86,C21)","0.1(R86,C22)","0.1(R86,C23)","0.1(R86,C24)","0.1(R86,C25)","0.1(R86,C26)","0.1(R86,C27)","0.1(R86,C28)","0.1(R86,C29)","1.0(R86,C30)","1.0(R86,C31)","1.0(R86,C32)","1.0(R86,C33)","0.1(R86,C34)","-0.1(R86,C35)","1.0(R86,C36)","1.0(R86,C37)","1.0(R86,C38)","-1.0(R86,C39)","0.1(R86,C40)","0.1(R86,C41)","0.1(R86,C42)","0.1(R86,C43)","0.1(R86,C44)","-0.1(R86,C45)","0.1(R86,C46)"
"0.1(R87,C1)","0.1(R87,C2)","0.1(R87,C3)","0.1(R87,C4)","0.1(R87,C5)","0.1(R87,C6)","0.1(R87,C7)","1.0(R87,C8)","0.1(R87,C9)","0.1(R87,C10)","0.1(R87,C11)","0.1(R87,C12)","0.1(R87,C13)","0.1(R87,C14)","0.1(R87,C15)","0.1(R87,C16)","0.1(R87,C17)","1.0(R87,C18)","0.1(R87,C19)","0.1(R87,C20)","0.1(R87,C21)","0.1(R87,C22)","0.1(R87,C23)","0.1(R87,C24)","0.1(R87,C25)","0.1(R87,C26)","0.1(R87,C27)","0.1(R87,C28)","0.1(R87,C29)","1.0(R87,C30)","1.0(R87,C31)","-1.0(R87,C32)","-1.0(R87,C33)","0.1(R87,C34)","-0.1(R87,C35)","-1.0(R87,C36)","-1.0(R87,C37)","-1.0(R87,C38)","1.0(R87,C39)","0.1(R87,C40)","0.1(R87,C41)","0.1(R87,C42)","0.1(R87,C43)","0.1(R87,C44)","0.1(R87,C45)","0.1(R87,C46)"
"0.1(R88,C1)","0.1(R88,C2)","0.1(R88,C3)","0.1(R88,C4)","0.1(R88,C5)","0.1(R88,C6)","0.1(R88,C7)","-1.0(R88,C8)","-0.1(R88,C9)","-0.1(R88,C10)","0.1(R88,C11)","0.1(R88,C12)","0.1(R88,C13)","0.1(R88,C14)","0.1(R88,C15)","0.1(R88,C16)","0.1(R88,C17)","-1.0(R88,C18)","0.1(R88,C19)","0.1(R88,C20)","0.1(R88,C21)","0.1(R88,C22)","0.1(R88,C23)","0.1(R88,C24)","0.1(R88,C25)","0.1(R88,C26)","0.1(R88,C27)","0.1(R88,C28)","0.1(R88,C29)","1.0(R88,C30)","1.0(R88,C31)","1.0(R88,C32)","1.0(R88,C33)","0.1(R88,C34)","0.1(R88,C35)","1.0(R88,C36)","1.0(R88,C37)","1.0(R88,C38)","-1.0(R88,C39)","0.1(R88,C40)","0.1(R88,C41)","0.1(R88,C42)","0.1(R88,C43)","0.1(R88,C44)","-1.0(R88,C45)","0.1(R88,C46)"
"0.1(R89,C1)","0.1(R89,C2)","0.1(R89,C3)","0.1(R89,C4)","0.1(R89,C5)","0.1(R89,C6)","0.1(R89,C7)","-1.0(R89,C8)","-0.1(R89,C9)","-0.1(R89,C10)","0.1(R89,C11)","0.1(R89,C12)","0.1(R89,C13)","0.1(R89,C14)","0.1(R89,C15)","0.1(R89,C16)","0.1(R89,C17)","-1.0(R89,C18)","0.1(R89,C19)","0.1(R89,C20)","0.1(R89,C21)","0.1(R89,C22)","0.1(R89,C23)","0.1(R89,C24)","0.1(R89,C25)","0.1(R89,C26)","0.1(R89,C27)","0.1(R89,C28)","0.1(R89,C29)","-1.0(R89,C30)","-1.0(R89,C31)","1.0(R89,C32)","1.0(R89,C33)","0.1(R89,C34)","-0.1(R89,C35)","1.0(R89,C36)","1.0(R89,C37)","1.0(R89,C38)","-1.0(R89,C39)","0.1(R89,C40)","0.1(R89,C41)","0.1(R89,C42)","0.1(R89,C43)","0.1(R89,C44)","-0.1(R89,C45)","0.1(R89,C46)"
"0.1(R90,C1)","0.1(R90,C2)","0.1(R90,C3)","0.1(R90,C4)","0.1(R90,C5)","0.1(R90,C6)","0.1(R90,C7)","-1.0(R90,C8)","-0.1(R90,C9)","-0.1(R90,C10)","0.1(R90,C11)","0.1(R90,C12)","0.1(R90,C13)","0.1(R90,C14)","0.1(R90,C15)","0.1(R90,C16)","0.1(R90,C17)","-1.0(R90,C18)","0.1(R90,C19)","0.1(R90,C20)","0.1(R90,C21)","0.1(R90,C22)","0.1(R90,C23)","0.1(R90,C24)","0.1(R90,C25)","0.1(R90,C26)","0.1(R90,C27)","0.1(R90,C28)","0.1(R90,C29)","1.0(R90,C30)","1.0(R90,C31)","1.0(R90,C32)","1.0(R90,C33)","0.1(R90,C34)","-0.1(R90,C35)","1.0(R90,C36)","1.0(R90,C37)","1.0(R90,C38)","-1.0(R90,C39)","0.1(R90,C40)","0.1(R90,C41)","0.1(R90,C42)","0.1(R90,C43)","0.1(R90,C44)","0.25(R90,C45)","0.1(R90,C46)"
"0.1(R91,C1)","0.1(R91,C2)","0.1(R91,C3)","0.1(R91,C4)","0.1(R91,C5)","0.1(R91,C6)","0.1(R91,C7)","1.0(R91,C8)","0.1(R91,C9)","0.1(R91,C10)","0.1(R91,C11)","0.1(R91,C12)","0.1(R91,C13)","0.1(R91,C14)","0.1(R91,C15)","0.1(R91,C16)","0.1(R91,C17)","-1.0(R91,C18)","0.1(R91,C19)","0.1(R91,C20)","0.1(R91,C21)","0.1(R91,C22)","0.1(R91,C23)","0.1(R91,C24)","0.1(R91,C25)","0.1(R91,C26)","0.1(R91,C27)","0.1(R91,C28)","0.1(R91,C29)","1.0(R91,C30)","-1.0(R91,C31)","1.0(R91,C32)","1.0(R91,C33)","0.1(R91,C34)","0.1(R91,C35)","1.0(R91,C36)","1.0(R91,C37)","1.0(R91,C38)","1.0(R91,C39)","0.1(R91,C40)","0.1(R91,C41)","0.1(R91,C42)","0.1(R91,C43)","0.1(R91,C44)","0.1(R91,C45)","0.1(R91,C46)"
"0.1(R92,C1)","0.1(R92,C2)","0.1(R92,C3)","0.1(R92,C4)","0.1(R92,C5)","0.1(R92,C6)","0.1(R92,C7)","1.0(R92,C8)","0.1(R92,C9)","0.1(R92,C10)","0.1(R92,C11)","0.1(R92,C12)","0.1(R92,C13)","0.1(R92,C14)","0.1(R92,C15)","0.1(R92,C16)","0.1(R92,C17)","-1.0(R92,C18)","0.1(R92,C19)","0.1(R92,C20)","0.1(R92,C21)","0.1(R92,C22)","0.1(R92,C23)","0.1(R92,C24)","0.1(R92,C25)","0.1(R92,C26)","0.1(R92,C27)","0.1(R92,C28)","0.1(R92,C29)","-1.0(R92,C30)","-1.0(R92,C31)","1.0(R92,C32)","1.0(R92,C33)","0.1(R92,C34)","0.1(R92,C35)","1.0(R92,C36)","1.0(R92,C37)","1.0(R92,C38)","1.0(R92,C39)","0.1(R92,C40)","0.1(R92,C41)","0.1(R92,C42)","0.1(R92,C43)","0.1(R92,C44)","0.1(R92,C45)","0.1(R92,C46)"
"0.1(R93,C1)","0.1(R93,C2)","0.1(R93,C3)","0.1(R93,C4)","0.1(R93,C5)","0.1(R93,C6)","0.1(R93,C7)","-0.1(R93,C8)","-0.1(R93,C9)","-0.1(R93,C10)","0.1(R93,C11)","0.1(R93,C12)","0.1(R93,C13)","0.1(R93,C14)","0.1(R93,C15)","0.1(R93,C16)","0.1(R93,C17)","-0.1(R93,C18)","0.1(R93,C19)","0.1(R93,C20)","0.1(R93,C21)","0.1(R93,C22)","0.1(R93,C23)","0.1(R93,C24)","0.1(R93,C25)","0.1(R93,C26)","0.1(R93,C27)","0.1(R93,C28)","0.1(R93,C29)","0.1(R93,C30)","0.1(R93,C31)","-0.02(R93,C32)","-0.02(R93,C33)","0.1(R93,C34)","-0.1(R93,C35)","-0.02(R93,C36)","-0.02(R93,C37)","-0.02(R93,C38)","-1.0(R93,C39)","0.1(R93,C40)","0.1(R93,C41)","0.1(R93,C42)","0.1(R93,C43)","0.1(R93,C44)","-0.1(R93,C45)","0.1(R93,C46)"
"0.1(R94,C1)","0.1(R94,C2)","0.1(R94,C3)","0.1(R94,C4)","0.1(R94,C5)","0.1(R94,C6)","0.1(R94,C7)","-0.0026000000000000003(R94,C8)","0.1(R94,C9)","0.1(R94,C10)","0.1(R94,C11)","0.1(R94,C12)","0.1(R94,C13)","0.1(R94,C14)","0.1(R94,C15)","0.1(R94,C16)","0.1(R94,C17)","-0.0079(R94,C18)","0.1(R94,C19)","0.1(R94,C20)","0.1(R94,C21)","0.1(R94,C22)","0.1(R94,C23)","0.1(R94,C24)","0.1(R94,C25)","0.1(R94,C26)","0.1(R94,C27)","0.1(R94,C28)","0.1(R94,C29)","-0.1(R94,C30)","-0.1(R94,C31)","-0.2(R94,C32)","-0.2(R94,C33)","0.1(R94,C34)","-0.2(R94,C35)","-0.2(R94,C36)","-0.2(R94,C37)","-0.2(R94,C38)","1.0(R94,C39)","0.1(R94,C40)","0.1(R94,C41)","0.1(R94,C42)","0.1(R94,C43)","0.1(R94,C44)","0.1(R94,C45)","0.1(R94,C46)"
"0.1(R95,C1)","0.1(R95,C2)","0.1(R95,C3)","0.1(R95,C4)","0.1(R95,C5)","0.1(R95,C6)","0.1(R95,C7)","0.5(R95,C8)","0.1(R95,C9)","0.1(R95,C10)","0.1(R95,C11)","0.1(R95,C12)","0.1(R95,C13)","0.1(R95,C14)","0.1(R95,C15)","0.1(R95,C16)","0.1(R95,C17)","-0.5(R95,C18)","0.1(R95,C19)","0.1(R95,C20)","0.1(R95,C21)","0.1(R95,C22)","0.1(R95,C23)","0.1(R95,C24)","0.1(R95,C25)","0.1(R95,C26)","0.1(R95,C27)","0.1(R95,C28)","0.1(R95,C29)","0.5(R95,C30)","0.5(R95,C31)","-0.5(R95,C32)","-0.5(R95,C33)","0.1(R95,C34)","-0.5(R95,C35)","-0.5(R95,C36)","-0.5(R95,C37)","-0.5(R95,C38)","0.5(R95,C39)","0.1(R95,C40)","0.1(R95,C41)","0.1(R95,C42)","0.1(R95,C43)","0.1(R95,C44)","-0.5(R95,C45)","0.1(R95,C46)"
"0.1(R96,C1)","0.1(R96,C2)","0.1(R96,C3)","0.1(R96,C4)","0.1(R96,C5)","0.1(R96,C6)","0.1(R96,C7)","-0.5(R96,C8)","-0.1(R96,C9)","-0.1(R96,C10)","0.1(R96,C11)","0.1(R96,C12)","0.1(R96,C13)","0.1(R96,C14)","0.1(R96,C15)","0.1(R96,C16)","0.1(R96,C17)","0.5(R96,C18)","0.1(R96,C19)","0.1(R96,C20)","0.1(R96,C21)","0.1(R96,C22)","0.1(R96,C23)","0.1(R96,C24)","0.1(R96,C25)","0.1(R96,C26)","0.1(R96,C27)","0.1(R96,C28)","0.1(R96,C29)","-0.5(R96,C30)","-0.5(R96,C31)","0.5(R96,C32)","0.5(R96,C33)","0.1(R96,C34)","0.5(R96,C35)","0.5(R96,C36)","0.5(R96,C37)","0.5(R96,C38)","-0.5(R96,C39)","0.1(R96,C40)","0.1(R96,C41)","0.1(R96,C42)","0.1(R96,C43)","0.1(R96,C44)","0.5(R96,C45)","0.1(R96,C46)"
"0.1(R97,C1)","0.1(R97,C2)","0.1(R97,C3)","0.1(R97,C4)","0.1(R97,C5)","0.1(R97,C6)","0.1(R97,C7)","-0.1(R97,C8)","-0.1(R97,C9)","-0.1(R97,C10)","0.1(R97,C11)","0.1(R97,C12)","0.1(R97,C13)","0.1(R97,C14)","0.1(R97,C15)","0.1(R97,C16)","0.1(R97,C17)","-0.1(R97,C18)","0.1(R97,C19)","0.1(R97,C20)","0.1(R97,C21)","0.1(R97,C22)","0.1(R97,C23)","0.1(R97,C24)","0.1(R97,C25)","0.1(R97,C26)","0.1(R97,C27)","0.1(R97,C28)","0.1(R97,C29)","-0.1(R97,C30)","-0.1(R97,C31)","0.1(R97,C32)","0.1(R97,C33)","0.1(R97,C34)","0.1(R97,C35)","0.1(R97,C36)","0.1(R97,C37)","0.1(R97,C38)","-0.1(R97,C39)","0.1(R97,C40)","0.1(R97,C41)","0.1(R97,C42)","0.1(R97,C43)","0.1(R97,C44)","-0.1(R97,C45)","0.1(R97,C46)"
"0.1(R98,C1)","0.1(R98,C2)","0.1(R98,C3)","0.1(R98,C4)","0.1(R98,C5)","0.1(R98,C6)","0.1(R98,C7)","0.1(R98,C8)","0.1(R98,C9)","0.1(R98,C10)","0.1(R98,C11)","0.1(R98,C12)","0.1(R98,C13)","0.1(R98,C14)","0.1(R98,C15)","0.1(R98,C16)","0.1(R98,C17)","-0.1(R98,C18)","0.1(R98,C19)","0.1(R98,C20)","0.1(R98,C21)","0.1(R98,C22)","0.1(R98,C23)","0.1(R98,C24)","0.1(R98,C25)","0.1(R98,C26)","0.1(R98,C27)","0.1(R98,C28)","0.1(R98,C29)","0.1(R98,C30)","0.1(R98,C31)","0.1(R98,C32)","0.1(R98,C33)","0.1(R98,C34)","-0.1(R98,C35)","0.1(R98,C36)","0.1(R98,C37)","0.1(R98,C38)","0.1(R98,C39)","0.1(R98,C40)","0.1(R98,C41)","0.1(R98,C42)","0.1(R98,C43)","0.1(R98,C44)","0.1(R98,C45)","0.1(R98,C46)"
"0.1(R99,C1)","0.1(R99,C2)","0.1(R99,C3)","0.1(R99,C4)","0.1(R99,C5)","0.1(R99,C6)","0.1(R99,C7)","-0.1(R99,C8)","-0.1(R99,C9)","-0.1(R99,C10)","0.1(R99,C11)","0.1(R99,C12)","0.1(R99,C13)","0.1(R99,C14)","0.1(R99,C15)","0.1(R99,C16)","0.1(R99,C17)","0.1(R99,C18)","0.1(R99,C19)","0.1(R99,C20)","0.1(R99,C21)","0.1(R99,C22)","0.1(R99,C23)","0.1(R99,C24)","0.1(R99,C25)","0.1(R99,C26)","0.1(R99,C27)","0.1(R99,C28)","0.1(R99,C29)","-0.1(R99,C30)","-0.1(R99,C31)","0.1(R99,C32)","0.1(R99,C33)","0.1(R99,C34)","0.1(R99,C35)","0.1(R99,C36)","0.1(R99,C37)","0.1(R99,C38)","-0.1(R99,C39)","0.1(R99,C40)","0.1(R99,C41)","0.1(R99,C42)","0.1(R99,C43)","0.1(R99,C44)","0.1(R99,C45)","0.1(R99,C46)"
"0.1(R100,C1)","0.1(R100,C2)","0.1(R100,C3)","0.1(R100,C4)","0.1(R100,C5)","0.1(R100,C6)","0.1(R100,C7)","0.1(R100,C8)","0.1(R100,C9)","0.1(R100,C10)","0.1(R100,C11)","0.1(R100,C12)","0.1(R100,C13)","0.1(R100,C14)","0.1(R100,C15)","0.1(R100,C16)","0.1(R100,C17)","-0.1(R100,C18)","0.1(R100,C19)","0.1(R100,C20)","0.1(R100,C21)","0.1(R100,C22)","0.1(R100,C23)","0.1(R100,C24)","0.1(R100,C25)","0.1(R100,C26)","0.1(R100,C27)","0.1(R100,C28)","0.1(R100,C29)","0.1(R100,C30)","0.1(R100,C31)","0.1(R100,C32)","0.1(R100,C33)","0.1(R100,C34)","0.1(R100,C35)","0.1(R100,C36)","0.1(R100,C37)","0.1(R100,C38)","0.1(R100,C39)","0.1(R100,C40)","0.1(R100,C41)","0.1(R100,C42)","0.1(R100,C43)","0.1(R100,C44)","0.1(R100,C45)","0.1(R100,C46)"
"0.1(R101,C1)","0.1(R101,C2)","0.1(R101,C3)","0.1(R101,C4)","0.1(R101,C5)","0.1(R101,C6)","0.1(R101,C7)","-0.1(R101,C8)","-0.1(R101,C9)","-0.1(R101,C10)","0.1(R101,C11)","0.1(R101,C12)","0.1(R101,C13)","0.1(R101,C14)","0.1(R101,C15)","0.1(R101,C16)","0.1(R101,C17)","-0.1(R101,C18)","0.1(R101,C19)","0.1(R101,C20)","0.1(R101,C21)","0.1(R101,C22)","0.1(R101,C23)","0.1(R101,C24)","0.1(R101,C25)","0.1(R101,C26)","0.1(R101,C27)","0.1(R101,C28)","0.1(R101,C29)","-0.1(R101,C30)","-0.1(R101,C31)","0.1(R101,C32)","0.1(R101,C33)","0.1(R101,C34)","-0.1(R101,C35)","0.1(R101,C36)","0.1(R101,C37)","0.1(R101,C38)","-0.1(R101,C39)","0.1(R101,C40)","0.1(R101,C41)","0.1(R101,C42)","0.1(R101,C43)","0.1(R101,C44)","0.1(R101,C45)","0.1(R101,C46)"
"0.1(R102,C1)","0.1(R102,C2)","0.1(R102,C3)","0.1(R102,C4)","0.1(R102,C5)","0.1(R102,C6)","0.1(R102,C7)","-0.1(R102,C8)","-0.1(R102,C9)","-0.1(R102,C10)","0.1(R102,C11)","0.1(R102,C12)","0.1(R102,C13)","0.1(R102,C14)","0.1(R102,C15)","0.1(R102,C16)","0.1(R102,C17)","-0.1(R102,C18)","0.1(R102,C19)","0.1(R102,C20)","0.1(R102,C21)","0.1(R102,C22)","0.1(R102,C23)","0.1(R102,C24)","0.1(R102,C25)","0.1(R102,C26)","0.1(R102,C27)","0.1(R102,C28)","0.1(R102,C29)","-0.1(R102,C30)","-0.1(R102,C31)","-0.1(R102,C32)","-0.1(R102,C33)","0.1(R102,C34)","-0.1(R102,C35)","-0.1(R102,C36)","-0.1(R102,C37)","-0.1(R102,C38)","-0.1(R102,C39)","0.1(R102,C40)","0.1(R102,C41)","0.1(R102,C42)","0.1(R102,C43)","0.1(R102,C44)","-0.1(R102,C45)","0.1(R102,C46)"
"0.1(R103,C1)","0.1(R103,C2)","0.1(R103,C3)","0.1(R103,C4)","0.1(R103,C5)","0.1(R103,C6)","0.1(R103,C7)","0.1(R103,C8)","0.1(R103,C9)","0.1(R103,C10)","0.1(R103,C11)","0.1(R103,C12)","0.1(R103,C13)","0.1(R103,C14)","0.1(R103,C15)","0.1(R103,C16)","0.1(R103,C17)","0.1(R103,C18)","0.1(R103,C19)","0.1(R103,C20)","0.1(R103,C21)","0.1(R103,C22)","0.1(R103,C23)","0.1(R103,C24)","0.1(R103,C25)","0.1(R103,C26)","0.1(R103,C27)","0.1(R103,C28)","0.1(R103,C29)","0.1(R103,C30)","0.1(R103,C31)","0.1(R103,C32)","0.1(R103,C33)","0.1(R103,C34)","0.1(R103,C35)","0.1(R103,C36)","0.1(R103,C37)","0.1(R103,C38)","0.1(R103,C39)","0.1(R103,C40)","0.1(R103,C41)","0.1(R103,C42)","0.1(R103,C43)","0.1(R103,C44)","0.1(R103,C45)","0.1(R103,C46)"
